pt2-upi-issuing-ms-deploy,upi-r2,upi-issuing.pt-2-upi.tatadigital.com
pt2-upi-upiacquiring-ms-deploy,upi-r2,upiacquiring.pt-2-upi.tatadigital.com
pt2-upi-upiacquiringencription-ms-deploy,upi-r2,upiacquiringencription.pt-2-upi.tatadigital.com
pt2-upi-upiacquiringstubresponse-ms-deploy,upi-r2,upiacquiringstubresponse.pt-2-upi.tatadigital.com
