loyalty-func-updateprimaryaccounttype-deploy,integration,loyalty-func-updateprimaryaccounttype.pt-integration.tatadigital.com
loyalty-func-updateprofile-deploy,integration,loyalty-func-updateprofile.pt-integration.tatadigital.com
loyalty-func-validatepoint-deploy,integration,loyalty-func-validatepoint.pt-integration.tatadigital.com
loyalty-wrapper-addreturntransaction-deploy,integration,loyalty-wrapper-addreturntransaction.pt-integration.tatadigital.com
loyalty-wrapper-creategr-deploy,integration,loyalty-wrapper-creategr.pt-integration.tatadigital.com
loyalty-wrapper-customerloyaltydetails-deploy,integration,loyalty-wrapper-customerloyaltydetails.pt-integration.tatadigital.com
loyalty-wrapper-customertransaction-deploy,integration,loyalty-wrapper-customertransaction.pt-integration.tatadigital.com
,integration,loyalty-wrapper-fetchcustomer.pt-integration.tatadigital.com
loyalty-wrapper-fetchcustomerloyalty-deploy,integration,loyalty-wrapper-fetchcustomerloyalty.pt-integration.tatadigital.com
loyalty-wrapper-fetchcustomertransactions-deploy,integration,loyalty-wrapper-fetchcustomertransactions.pt-integration.tatadigital.com
loyalty-wrapper-fetchexchangerate-deploy,integration,loyalty-wrapper-fetchexchangerate.pt-integration.tatadigital.com
loyalty-wrapper-fetchredemption-deploy,integration,loyalty-wrapper-fetchredemption.pt-integration.tatadigital.com
loyalty-wrapper-generateotp-deploy,integration,loyalty-wrapper-generateotp.pt-integration.tatadigital.com
loyalty-wrapper-generatetoken-deploy,integration,loyalty-wrapper-generatetoken.pt-integration.tatadigital.com
loyalty-wrapper-getotp-deploy,integration,loyalty-wrapper-getotp.pt-integration.tatadigital.com
loyalty-wrapper-goodwillpoint-deploy,integration,loyalty-wrapper-goodwillpoint.pt-integration.tatadigital.com
loyalty-wrapper-linkaccount-deploy,integration,loyalty-wrapper-linkaccount.pt-integration.tatadigital.com
loyalty-wrapper-mergecustomer-deploy,integration,loyalty-wrapper-mergecustomer.pt-integration.tatadigital.com
loyalty-wrapper-oeintegration-deploy,integration,loyalty-wrapper-oeintegration.pt-integration.tatadigital.com
loyalty-wrapper-partnerbenefit-deploy,integration,loyalty-wrapper-partnerbenefit.pt-integration.tatadigital.com
loyalty-wrapper-pointssimulation-deploy,integration,loyalty-wrapper-pointssimulation.pt-integration.tatadigital.com
loyalty-wrapper-redeemablepoint-deploy,integration,loyalty-wrapper-redeemablepoint.pt-integration.tatadigital.com
loyalty-wrapper-reedempoint-deploy,integration,loyalty-wrapper-reedempoint.pt-integration.tatadigital.com
loyalty-wrapper-reversepoint-deploy,integration,loyalty-wrapper-reversepoint.pt-integration.tatadigital.com
loyalty-wrapper-shangrila-eventbaseearn-deploy,integration,loyalty-wrapper-shangrila-eventbaseearn.pt-integration.tatadigital.com
loyalty-wrapper-shangrilagcenrol-deploy,integration,loyalty-wrapper-shangrilagcenrol.pt-integration.tatadigital.com
loyalty-wrapper-shangrilagcvalidatemember-deploy,integration,loyalty-wrapper-shangrilagcvalidatemember.pt-integration.tatadigital.com
loyalty-wrapper-siebellink-deploy,integration,loyalty-wrapper-siebellink.pt-integration.tatadigital.com
loyalty-wrapper-sixtdescription-deploy,integration,loyalty-wrapper-sixtdescription.pt-integration.tatadigital.com
loyalty-wrapper-sixtredeem-deploy,integration,loyalty-wrapper-sixtredeem.pt-integration.tatadigital.com
loyalty-wrapper-updateprimaryaccounttype-deploy,integration,loyalty-wrapper-updateprimaryaccounttype.pt-integration.tatadigital.com
loyalty-wrapper-updateprofile-deploy,integration,loyalty-wrapper-updateprofile.pt-integration.tatadigital.com
loyalty-wrapper-validateotp-deploy,integration,loyalty-wrapper-validateotp.pt-integration.tatadigital.com
msd-wrapper-recommendationapi-deploy,integration,msd-wrapper-recommendationapi.pt-integration.tatadigital.com
msd-wrapper-searchapi-deploy,integration,msd-wrapper-searchapi.pt-integration.tatadigital.com
offer-func-offeraggregatedbanner-deploy,integration,offer-func-offeraggregatedbanner.pt-integration.tatadigital.com
offer-func-offersnearme-deploy,integration,offer-func-offersnearme.pt-integration.tatadigital.com
offer-func-offersonstore-deploy,integration,offer-func-offersonstore.pt-integration.tatadigital.com
offer-func-popularoffers-deploy,integration,offer-func-popularoffers.pt-integration.tatadigital.com
offer-func-shareoffersnontcp-deploy,integration,offer-func-shareoffersnontcp.pt-integration.tatadigital.com
offer-func-trendingandrecentsearch-deploy,integration,offer-func-trendingandrecentsearch.pt-integration.tatadigital.com
offer-wrapper-addoffertovault-deploy,integration,offer-wrapper-addoffertovault.pt-integration.tatadigital.com
offer-wrapper-collectoffer-deploy,integration,offer-wrapper-collectoffer.pt-integration.tatadigital.com
offer-wrapper-curatedbanner-deploy,integration,offer-wrapper-curatedbanner.pt-integration.tatadigital.com
offer-wrapper-customerhashretrieval-deploy,integration,offer-wrapper-customerhashretrieval.pt-integration.tatadigital.com
offer-wrapper-fetchcustomerhashinbulk-deploy,integration,offer-wrapper-fetchcustomerhashinbulk.pt-integration.tatadigital.com
offer-wrapper-getapplicableproducts-deploy,integration,offer-wrapper-getapplicableproducts.pt-integration.tatadigital.com
offer-wrapper-getapplicablepromotionsforitem-deploy,integration,offer-wrapper-getapplicablepromotionsforitem.pt-integration.tatadigital.com
offer-wrapper-geteligibilitydetails-deploy,integration,offer-wrapper-geteligibilitydetails.pt-integration.tatadigital.com
offer-wrapper-getofferfromvault-deploy,integration,offer-wrapper-getofferfromvault.pt-integration.tatadigital.com
offer-wrapper-getpaymentoffer-deploy,integration,offer-wrapper-getpaymentoffer.pt-integration.tatadigital.com
offer-wrapper-myoffer-deploy,integration,offer-wrapper-myoffer.pt-integration.tatadigital.com
offer-wrapper-mysharedetails-deploy,integration,offer-wrapper-mysharedetails.pt-integration.tatadigital.com
offer-wrapper-offerdetails-deploy,integration,offer-wrapper-offerdetails.pt-integration.tatadigital.com
offer-wrapper-privilegeoffer-deploy,integration,offer-wrapper-privilegeoffer.pt-integration.tatadigital.com
offer-wrapper-redeemoffer-deploy,integration,offer-wrapper-redeemoffer.pt-integration.tatadigital.com
offer-wrapper-shareoffer-deploy,integration,offer-wrapper-shareoffer.pt-integration.tatadigital.com
offer-wrapper-shareoffernontcp-deploy,integration,offer-wrapper-shareoffernontcp.pt-integration.tatadigital.com
offer-wrapper-validateoffer-deploy,integration,offer-wrapper-validateoffer.pt-integration.tatadigital.com
sso-func-logout-deploy,integration,sso-func-logout.pt-integration.tatadigital.com
sso-func-validatetoken-deploy,integration,sso-func-validatetoken.pt-integration.tatadigital.com
sso-wrapper-validatetoken-deploy,integration,sso-wrapper-validatetoken.pt-integration.tatadigital.com
token-handler-deploy,integration,token-handler.pt-integration.tatadigital.com
