upi-issuing-ms-deploy,upi,upi-issuing.pt-upi.tatadigital.com
upi-issuing-ms-deploy,upi,upi-issuing.pt-upi.tatadigital.com
upi-upiacquiring-ms-deploy,upi,upiacquiring.pt-upi.tatadigital.com
upi-upiacquiringencription-ms-deploy,upi,upiacquiringencription.pt-upi.tatadigital.com
upi-upiacquiringstubresponse-ms-deploy,upi,upiacquiringstubresponse.pt-upi.tatadigital.com
